Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
CSB240,C1,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJXRV12,FJ8RV12,FJXRV12,none,,,Former HPC 241
CSB240,C1,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJWTV12,FJ8RV12,FJWTV12,none,,,Former HPC 242
CSB240,C1,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJWRV12,FJ8RV12,FJWRV12,none,,,Former HPC 243
CSB240,C1,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJWSV12,FJ8RV12,FJWSV12,none,,,Former HPC 244
CSB240,C1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLKTV12,FKPV12,FLKTV12,none,,,Former HPC 249
CSB240,C1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLKSV12,FKPV12,FLKSV12,none,,,Former HPC 250
CSB240,C1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLLRV12,FKPV12,FLLRV12,none,,,Former HPC 251
CSB240,C1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLKRV12,FKPV12,FLKRV12,none,,,Former HPC 252
CSB240,C1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,,FKMSV12,,none,,,"This machine seems to be missing its PSU, one should be cannibilized or it should be switched out"
CSB240,C1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,,FKMSV12,,none,,,"This machine seems to be missing its PSU, one should be cannibilized or it should be switched out"
CSB240,C1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,,FKMSV12,,none,,,"This machine seems to be missing its PSU, one should be cannibilized or it should be switched out"
CSB240,C1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,,FKMSV12,,none,,,"This machine seems to be missing its PSU, one should be cannibilized or it should be switched out"
CSB240,C2,23-24,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJRTV12,FJ6TV12,FJRTV12,none,,,Former HPC 213
CSB240,C2,23-24,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJRRV12,FJ6TV12,FJRRV12,none,,,Former HPC 214
CSB240,C2,23-24,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJQTV12,FJ6TV12,FJQTV12,none,,,Former HPC 215
CSB240,C2,23-24,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJRSV12,FJ6TV12,FJRSV12,none,,,Former HPC 216
CSB240,C4,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,38LBB42,277MB42,38LBB42,none,,,Former HPC 309
CSB240,C4,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2C7NB42,277MB42,2C7NB42,none,,,Former HPC 310
CSB240,C4,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2C6PB42,277MB42,2C6PB42,none,,,Former HPC 311
CSB240,C4,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2C7PB42,277MB42,2C7PB42,none,,,Former HPC 312
CSB240,C4,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B527P22,B3Y6P22,B527P22,none,,,Former HPC 277
CSB240,C4,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B534P22,B3Y6P22,B534P22,none,,,Former HPC 278
CSB240,C4,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B526P22,B3Y6P22,B526P22,none,,,Former HPC 279
CSB240,C4,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B525P22,B3Y6P22,B525P22,none,,,Former HPC 280
CSB240,C4,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B4W6P22,B3X6P22,B4W6P22,none,,,Former HPC 285
CSB240,C4,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B4W4P22,B3X6P22,B4W4P22,none,,,Former HPC 286
CSB240,C4,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B4W5P22,B3X6P22,B4W5P22,none,,,Former HPC 287
CSB240,C4,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,B4V6P22,B3X6P22,B4V6P22,none,,,Former HPC 288
CSB240,C4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,CZ3FDW2,????,CZ3FDW2,none,,,Upper Left Sled from back (former HPC)
CSB240,C4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,CZ3HDW2,????,CZ3HDW2,none,,,Lower Left Sled from back (former HPC)
CSB240,C4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,CZ3DDW2,????,CZ3DDW2,none,,,Upper Right Sled from back (former HPC)
CSB240,C4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,CZ3GDW2,????,CZ3GDW2,none,,,Lower Right Sled from back (former HPC)
CSB240,A2,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9HTV12,G95SV12,G9HTV12,none,,,Former HPC 161
CSB240,A2,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9HSV12,G95SV12,G9HSV12,none,,,Former HPC 162
CSB240,A2,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9HRV12,G95SV12,G9HRV12,none,,,Former HPC 163
CSB240,A2,7-8,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9JRV12,G95SV12,G9JRV12,none,,,Former HPC 164
CSB240,A2,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,9HYDMN2,????,9HYDMN2,none,,,Former HPC 381
CSB240,A2,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,9HXHMN2,????,9HXHMN2,none,,,Former HPC 382
CSB240,A2,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,9HXJMN2,????,9HXJMN2,none,,,Former HPC 383
CSB240,A2,5-6,e12XX,chtc.wisc.edu,Dell PowerEdge C6400,9HXJMN2,????,9HXJMN2,none,,,Former HPC 384
CSB240,A2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9CTV12,G93TV12,G9CTV12,none,,,Former HPC 153
CSB240,A2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9CSV12,G93TV12,G9CSV12,none,,,Former HPC 154
CSB240,A2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9CSV12,G93TV12,G9CSV12,none,,,Former HPC 155
CSB240,A2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9BVV12,G93TV12,G9BVV12,none,,,Former HPC 156
CSB240,A2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,HDYH942,HDBJ942,HDYH942,none,,,Former HPC 301
CSB240,A2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,HDYJ942,HDBJ942,HDYJ942,none,,,Former HPC 302
CSB240,A2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,HDYG942,HDBJ942,HDYG942,none,,,Former HPC 303
CSB240,A2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,HDYF942,HDBJ942,HDYF942,none,,,Former HPC 304
CSB240,A4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,CR1DR52,FFBJR52,CR1DR52,none,,,Former HPC 325
CSB240,A4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,CR1GR52,FFBJR52,CR1GR52,none,,,Former HPC 326
CSB240,A4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FF5FR52,FFBJR52,FF5FR52,none,,,Former HPC 327
CSB240,A4,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,CR1FR52,FFBJR52,CR1FR52,none,,,Former HPC 328
CSB240,E6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLHRV12,FKNTV12,FLHRV12,none,,,Former HPC 141
CSB240,E6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLGTV12,FKNTV12,FLGTV12,none,,,Former HPC 142
CSB240,E6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLHSV12,FKNTV12,FLHSV12,none,,,Former HPC 143
CSB240,E6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLGSV12,FKNTV12,FLGSV12,none,,,Former HPC 144
CSB240,E6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,COCNGB2,COHSGB2,COCNGB2,none,,,Former HPC 333
CSB240,E6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,COCPGB2,COHSGB2,COCPGB2,none,,,Former HPC 334
CSB240,E6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,COCMGB2,COHSGB2,COCMGB2,none,,,Former HPC 335
CSB240,E6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,COCGGB2,COHSGB2,COCGGB2,none,,,Former HPC 336
CSB240,E5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2VOSHB2,2VKTHB2,2VOSHB2,none,,,Former HPC 337
CSB240,E5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2VORHB2,2VKTHB2,2VORHB2,none,,,Former HPC 338
CSB240,E5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2VOVHB2,2VKTHB2,2VOVHB2,none,,,Former HPC 339
CSB240,E5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2VOTHB2,2VKTHB2,2VOTHB2,none,,,Former HPC 340
CSB240,E5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9RTV12,G98SV12,G9RTV12,none,,,Former HPC 165
CSB240,E5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9STV12,G98SV12,G9STV12,none,,,Former HPC 166
CSB240,E5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9SRV12,G98SV12,G9SRV12,none,,,Former HPC 167
CSB240,E2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9SSV12,G98SV12,G9SSV12,none,,,Former HPC 168
CSB240,E2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FOM8B42,F347B42,FOM8B42,none,,,Former HPC 313
CSB240,E2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FON5B42,F347B42,FON5B42,none,,,Former HPC 314
CSB240,E2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FOM6B42,F347B42,FOM6B42,none,,,Former HPC 315
CSB240,E2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FOM7B42,F347B42,FOM7B42,none,,,Former HPC 316
CSB240,E2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK7SV12,FJCTV12,FK7SV12,none,,,Former HPC 185
CSB240,E2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK6VV12,FJCTV12,FK6VV12,none,,,Former HPC 186
CSB240,E2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK7TV12,FJCTV12,FK7TV12,none,,,Former HPC 187
CSB240,E2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK7RV12,FJCTV12,FK7RV12,none,,,Former HPC 188
CSB240,G6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLNRV12,FKPSV12,FLNRV12,none,,,Former HPC 133
CSB240,G6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLNSV12,FKPSV12,FLNSV12,none,,,Former HPC 134
CSB240,G6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLNTV12,FKPSV12,FLNTV12,none,,,Former HPC 135
CSB240,G6,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLMTV12,FKPSV12,FLMTV12,none,,,Former HPC 136
CSB240,G6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2TZRHB2,2VKSHB2,2TZRHB2,none,,,Former HPC 341
CSB240,G6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2TZQHB2,2VKSHB2,2TZQHB2,none,,,Former HPC 342
CSB240,G6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2TZTHB2,2VKSHB2,2TZTHB2,none,,,Former HPC 343
CSB240,G6,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2TZSHB2,2VKSHB2,2TZSHB2,none,,,Former HPC 344
CSB240,G5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9MSV12,G96TV12,G9MSV12,none,,,Former HPC 169
CSB240,G5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9MRV12,G96TV12,G9MRV12,none,,,Former HPC 170
CSB240,G5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9LSV12,G96TV12,G9LSV12,none,,,Former HPC 171
CSB240,G5,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,G9LTV12,G96TV12,G9LTV12,none,,,Former HPC 172
CSB240,G5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLXRV12,FKSSV12,FLXRV12,none,,,Former HPC 129
CSB240,G5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLWTV12,FKSSV12,FLWTV12,none,,,Former HPC 130
CSB240,G5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLXSV12,FKSSV12,FLXSV12,none,,,Former HPC 131
CSB240,G5,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLWSV12,FKSSV12,FLWSV12,none,,,Former HPC 132
CSB240,G2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLSSV12,FKRRV12,FLSSV12,none,,,Former HPC 117
CSB240,G2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLSRV12,FKRRV12,FLSRV12,none,,,Former HPC 118
CSB240,G2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLTRV12,FKRRV12,FLTRV12,none,,,Former HPC 119
CSB240,G2,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK9VV12,FKRRV12,FK9VV12,none,,,Former HPC 120
CSB240,G2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FKBRV12,FJDTV12,FKBRV12,none,,,Former HPC 177
CSB240,G2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK9TV12,FJDTV12,FK9TV12,none,,,Former HPC 178
CSB240,G2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK9SV12,FJDTV12,FK9SV12,none,,,Former HPC 179
CSB240,G2,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FK9VV12,FJDTV12,FK9VV12,none,,,Former HPC 180
CSB240,G1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJZRV12,FJ9RV12,FJZRV12,none,,,Former HPC 149
CSB240,G1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJZSV12,FJ9RV12,FJZSV12,none,,,Former HPC 150
CSB240,G1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJZSV12,FJ9RV12,FJZSV12,none,,,Former HPC 151
CSB240,G1,3-4,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FJZSV12,FJ9RV12,FJZSV12,none,,,Former HPC 152
CSB240,G1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLVTV12,FKRTV12,FLVTV12,none,,,Former HPC 109
CSB240,G1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLVSV12,FKRTV12,FLVSV12,none,,,Former HPC 110
CSB240,G1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLTTV12,FKRTV12,FLTTV12,none,,,Former HPC 111
CSB240,G1,1-2,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,FLVRV12,FKRTV12,FLVRV12,none,,,Former HPC 112
WID,Z2 R10,1-4,NAME_THIS_5,chtc.wisc.edu,SuperMicro SYS-420GP-TNR,S425662X3314578,,,none,,,
WID,Z2 R10,5-8,NAME_THIS_6,chtc.wisc.edu,SuperMicro SYS-420GP-TNR,S425662X3314595,,,none,,,
WID,Z1 R5,22-23,spark-i193,chtc.wisc.edu,spark-i nodes,G1ML3W2,,G1ML3W2,none,,,In Basement to be racked
,,,spark-i194,chtc.wisc.edu,spark-i nodes,G1MK3W2,,G1MK3W2,none,,,In Basement to be racked
,,,spark-i195,chtc.wisc.edu,spark-i nodes,G1MJ3W2,,G1MJ3W2,none,,,In Basement to be racked
,,,spark-i196,chtc.wisc.edu,spark-i nodes,CZ57DW2,,CZ57DW2,none,,,In Basement to be racked
,,,spark-i197,chtc.wisc.edu,spark-i nodes,CZ4JDW2,,CZ4JDW2,none,,,In Basement to be racked
,,,spark-i198,chtc.wisc.edu,spark-i nodes,CZ4HDW2,,CZ4HDW2,none,,,In Basement to be racked
,,,spark-i199,chtc.wisc.edu,spark-i nodes,CZ4GDW2,,CZ4GDW2,,,,In Basement to be racked
,,,spark-i200,chtc.wisc.edu,spark-i nodes,CZ49DW2,,CZ49DW2,none,,,In Basement to be racked
,,,spark-i201,chtc.wisc.edu,spark-i nodes,CZ48DW2,,CZ48DW2,none,,,In Basement to be racked
,,,spark-i202,chtc.wisc.edu,spark-i nodes,CZ47DW2,,CZ47DW2,none,,,In Basement to be racked
,,,spark-i203,chtc.wisc.edu,spark-i nodes,CZ3JDW2,,CZ3JDW2,none,,,In Basement to be racked
,,,spark-i204,chtc.wisc.edu,property@bussvc.wisc.edu,DOWN,,none,none,,,In Basement to be racked
,,,spark-i205,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i206,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i207,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i208,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i213,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i214,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i215,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i216,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i217,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i218,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i219,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i220,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i221,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i222,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i223,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i224,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i225,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i226,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i227,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i228,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i229,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i230,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i231,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i232,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i233,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i234,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i235,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i236,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i237,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i238,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i239,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
,,,spark-i240,chtc.wisc.edu,spark-i nodes,DOWN,,DOWN,none,,,In Basement to be racked
WID,Z1 R8,13-14,aci-storage-10,chtc.wisc.edu,Dell PowerEdge R720xd,HTGSV12,,HTGSV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,11-12,aci-storage-11,chtc.wisc.edu,Dell PowerEdge R720xd,HTDTV12,,HTDTV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,9-10,aci-storage-12,chtc.wisc.edu,Dell PowerEdge R720xd,HTDVV12,,HTDVV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,7-8,aci-storage-13,chtc.wisc.edu,Dell PowerEdge R720xd,HTFRV12,,HTFRV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,5-6,aci-storage-14,chtc.wisc.edu,Dell PowerEdge R720xd,HTGTV12,,HTGTV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,3-4,aci-storage-15,chtc.wisc.edu,Dell PowerEdge R720xd,HTFTV12,,HTFTV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,15-16,aci-storage-9,chtc.wisc.edu,Dell PowerEdge R720xd,HTHTV12,,HTHTV12,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z1 R8,25-29,ahlquist0000,chtc.wisc.edu,SuperMicro SYS-4029GP-TRT,S309092X8C26397,,S309092X8C26397,U035959,,,Check pull-out tab for tag(s)
WID,B5,13-14,ahlquist0001,chtc.wisc.edu,Dell PowerEdge R740,D7RQZV2,,D7RQZV2,U035960,C040834,9000444,Check pull-out tab for tag(s)
WID,B5,27-28,ahlquist0002,chtc.wisc.edu,Dell PowerEdge R740,D7QWZV2,,D7QWZV2,none,C040833,9000436,Torn apart - Confirmed no UW tag anywhere on the chassis.
WID,B8,1,bartel0000,chtc.wisc.edu,Dell PowerEdge R6525,GFCJ2Z3,,GFCJ2Z3,none,,?,bartel group = Morgridge PI ; HTC node
WID,B8,2,bartel0001,chtc.wisc.edu,Dell PowerEdge R6525,FFCJ2Z3,,FFCJ2Z3,none,,?,bartel group = Morgridge PI ; HTC node
WID,B5,7-8,batlabsubmit0001,chtc.wisc.edu,Dell PowerEdge R515,5N0SPS1,,5N0SPS1,SSEC - 015320,,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,B8,18,annex-cm,chtc.wisc.edu,Dell PowerEdge R310,DZ4DHS1,,DZ4DHS1,none,C032584,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,Z2 R11,26-29,cosmos0001,chtc.wisc.edu,Dell PowerEdge R940xa,59RQCS2,,59RQCS2,U035858,,,
WID,Z2 R11,30-33,cosmos0002,chtc.wisc.edu,Dell PowerEdge R940xa,59RRCS2,,59RRCS2,U035857,,,
WID,A12,32-33,cosmos0003,chtc.wisc.edu,Dell PowerEdge R740,DBJQZV2,,DBJQZV2,U036653,,,
WID,A12,34-35,cosmos0004,chtc.wisc.edu,Dell PowerEdge R740,DBHXZV2,,DBHXZV2,U036654,,,
WID,A14,5,e0146,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18G,,FCH1651V18G,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A12,8-9,e0150,chtc.wisc.edu,Dell PowerEdge R810,FXHDXQ1,,FXHDXQ1,none,C032398,,Torn apart - Confirmed no UW tag anywhere on the chassis
WID,A14,31,e0455,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V0DT,,FCH1819V0DT,U011303,,,
WID,A14,32,e0456,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2N2,,FCH1819V2N2,U011304,,,
WID,A14,30,e121,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18T,,FCH1651V18T,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,29,e122,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1MV,,FCH1651V1MV,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,28,e123,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1G0,,FCH1651V1G0,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,27,e124,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18P,,FCH1651V18P,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,26,e125,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1BG,,FCH1651V1BG,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,25,e126,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1RP,,FCH1651V1RP,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,24,e127,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18K,,FCH1651V18K,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,22,e129,chtc.wisc.edu,Cisco UCS C220 M3,,,,none,,,"Host appears stuck on boot. Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,18,e133,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18F,,FCH1651V18F,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,17,e134,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1PZ,,FCH1651V1PZ,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,16,e135,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18R,,FCH1651V18R,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,15,e136,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1FY,,FCH1651V1FY,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,14,e137,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V0W4,,FCH1651V0W4,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,13,e138,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V1LL,,FCH1651V1LL,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
WID,A14,12,e139,chtc.wisc.edu,Cisco UCS C220 M3,FCH1651V18L,,FCH1651V18L,none,,,"Torn apart - Confirmed no UW tag anywhere on the chassis, Top will not remove, no tags under top"
